,Fp1,FT9,F4,AF3,AFz,F1,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.6638297872340425,0.0,0.0,0.33617021276595743,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.5031847133757962,0.0,0.0,0.4968152866242038,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
