,F7,FC2,AF7,AF3,AFz,F1,F2,FCz
F7,0.35962145110410093,0.24605678233438485,0.0,0.12933753943217666,0.0,0.0,0.26498422712933756,0.0
FC2,0.06430868167202572,0.34646302250803857,0.0,0.24115755627009647,0.0,0.0,0.34807073954983925,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.043922369765066395,0.3084780388151175,0.0,0.32277834525025534,0.0,0.0,0.32482124616956076,0.0
AFz,0.0,0.0,0.0,0.0,0.623398804440649,0.376601195559351,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.4882943143812709,0.5117056856187291,0.0,0.0
F2,0.04707170224411604,0.23700054734537493,0.0,0.17405582922824303,0.0,0.0,0.541871921182266,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
