,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,AF8,AF4,F2,FCz
Fp1,0.01947565543071161,0.0,0.020224719101123594,0.0,0.0,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.0,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.0,0.020224719101123594,0.018726591760299626,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.01947565543071161,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.0,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.0,0.0,0.0,0.020224719101123594,0.0,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.020224719101123594,0.0,0.01198501872659176,0.020224719101123594,0.020224719101123594
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.014565826330532213,0.0,0.022408963585434174,0.0,0.0,0.022408963585434174,0.022408963585434174,0.02296918767507003,0.021288515406162466,0.02296918767507003,0.0196078431372549,0.020168067226890758,0.018487394957983194,0.0,0.0196078431372549,0.02072829131652661,0.0196078431372549,0.0,0.020168067226890758,0.014005602240896359,0.017927170868347338,0.021288515406162466,0.020168067226890758,0.016246498599439777,0.02072829131652661,0.014565826330532213,0.02296918767507003,0.02072829131652661,0.021848739495798318,0.022408963585434174,0.0,0.015126050420168067,0.02296918767507003,0.02296918767507003,0.02296918767507003,0.017366946778711485,0.02072829131652661,0.02072829131652661,0.017366946778711485,0.016246498599439777,0.0,0.0,0.0,0.01904761904761905,0.0,0.022408963585434174,0.0196078431372549,0.0196078431372549,0.01904761904761905,0.020168067226890758,0.02296918767507003,0.016246498599439777,0.02296918767507003,0.022408963585434174,0.021848739495798318,0.021288515406162466,0.02072829131652661,0.0,0.008963585434173669,0.02296918767507003,0.02296918767507003
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.014565826330532213,0.0,0.022408963585434174,0.0,0.0,0.022408963585434174,0.022408963585434174,0.02296918767507003,0.021288515406162466,0.02296918767507003,0.0196078431372549,0.020168067226890758,0.018487394957983194,0.0,0.0196078431372549,0.02072829131652661,0.0196078431372549,0.0,0.020168067226890758,0.014005602240896359,0.017927170868347338,0.021288515406162466,0.020168067226890758,0.016246498599439777,0.02072829131652661,0.014565826330532213,0.02296918767507003,0.02072829131652661,0.021848739495798318,0.022408963585434174,0.0,0.015126050420168067,0.02296918767507003,0.02296918767507003,0.02296918767507003,0.017366946778711485,0.02072829131652661,0.02072829131652661,0.017366946778711485,0.016246498599439777,0.0,0.0,0.0,0.01904761904761905,0.0,0.022408963585434174,0.0196078431372549,0.0196078431372549,0.01904761904761905,0.020168067226890758,0.02296918767507003,0.016246498599439777,0.02296918767507003,0.022408963585434174,0.021848739495798318,0.021288515406162466,0.02072829131652661,0.0,0.008963585434173669,0.02296918767507003,0.02296918767507003
FC1,0.014565826330532213,0.0,0.022408963585434174,0.0,0.0,0.022408963585434174,0.022408963585434174,0.02296918767507003,0.021288515406162466,0.02296918767507003,0.0196078431372549,0.020168067226890758,0.018487394957983194,0.0,0.0196078431372549,0.02072829131652661,0.0196078431372549,0.0,0.020168067226890758,0.014005602240896359,0.017927170868347338,0.021288515406162466,0.020168067226890758,0.016246498599439777,0.02072829131652661,0.014565826330532213,0.02296918767507003,0.02072829131652661,0.021848739495798318,0.022408963585434174,0.0,0.015126050420168067,0.02296918767507003,0.02296918767507003,0.02296918767507003,0.017366946778711485,0.02072829131652661,0.02072829131652661,0.017366946778711485,0.016246498599439777,0.0,0.0,0.0,0.01904761904761905,0.0,0.022408963585434174,0.0196078431372549,0.0196078431372549,0.01904761904761905,0.020168067226890758,0.02296918767507003,0.016246498599439777,0.02296918767507003,0.022408963585434174,0.021848739495798318,0.021288515406162466,0.02072829131652661,0.0,0.008963585434173669,0.02296918767507003,0.02296918767507003
C3,0.014492753623188406,0.0,0.022296544035674472,0.0,0.0,0.022296544035674472,0.022296544035674472,0.022853957636566332,0.021181716833890748,0.023411371237458192,0.01950947603121516,0.020066889632107024,0.01839464882943144,0.0,0.01950947603121516,0.020624303232998884,0.01950947603121516,0.0,0.020066889632107024,0.013935340022296544,0.017837235228539576,0.021181716833890748,0.020066889632107024,0.016164994425863992,0.020624303232998884,0.014492753623188406,0.023411371237458192,0.020624303232998884,0.021739130434782608,0.022296544035674472,0.0,0.015050167224080268,0.023411371237458192,0.023411371237458192,0.023411371237458192,0.017279821627647716,0.020624303232998884,0.020624303232998884,0.017279821627647716,0.016164994425863992,0.0,0.0,0.0,0.0189520624303233,0.0,0.022296544035674472,0.01950947603121516,0.01950947603121516,0.0189520624303233,0.020066889632107024,0.023411371237458192,0.016164994425863992,0.023411371237458192,0.022296544035674472,0.021739130434782608,0.021181716833890748,0.020624303232998884,0.0,0.008918617614269788,0.023411371237458192,0.023411371237458192
T7,0.014781125639567936,0.0,0.022171688459351906,0.0,0.0,0.022171688459351906,0.022171688459351906,0.022171688459351906,0.02160318362706083,0.022171688459351906,0.019897669130187607,0.02046617396247868,0.018760659465605456,0.0,0.019897669130187607,0.021034678794769755,0.019897669130187607,0.0,0.02046617396247868,0.014212620807276862,0.018192154633314382,0.02160318362706083,0.02046617396247868,0.01648664013644116,0.021034678794769755,0.014781125639567936,0.022171688459351906,0.021034678794769755,0.022171688459351906,0.022171688459351906,0.0,0.015349630471859011,0.022171688459351906,0.022171688459351906,0.022171688459351906,0.01762364980102331,0.021034678794769755,0.021034678794769755,0.01762364980102331,0.01648664013644116,0.0,0.0,0.0,0.019329164297896533,0.0,0.022171688459351906,0.019897669130187607,0.019897669130187607,0.019329164297896533,0.02046617396247868,0.022171688459351906,0.01648664013644116,0.022171688459351906,0.022171688459351906,0.022171688459351906,0.02160318362706083,0.021034678794769755,0.0,0.009096077316657191,0.022171688459351906,0.022171688459351906
TP9,0.014054054054054054,0.0,0.021621621621621623,0.0,0.0,0.021621621621621623,0.021621621621621623,0.02216216216216216,0.02054054054054054,0.02702702702702703,0.01891891891891892,0.01945945945945946,0.01783783783783784,0.0,0.01891891891891892,0.02,0.01891891891891892,0.0,0.01945945945945946,0.013513513513513514,0.017297297297297298,0.02054054054054054,0.01945945945945946,0.015675675675675675,0.02,0.014054054054054054,0.027567567567567567,0.02,0.02108108108108108,0.021621621621621623,0.0,0.014594594594594595,0.025405405405405406,0.027567567567567567,0.024864864864864864,0.016756756756756756,0.02,0.02,0.016756756756756756,0.015675675675675675,0.0,0.0,0.0,0.018378378378378378,0.0,0.021621621621621623,0.01891891891891892,0.01891891891891892,0.018378378378378378,0.01945945945945946,0.023783783783783784,0.015675675675675675,0.023243243243243242,0.021621621621621623,0.02108108108108108,0.02054054054054054,0.02,0.0,0.008648648648648649,0.027567567567567567,0.027567567567567567
