,cuneus-rh,inferiortemporal-rh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,parahippocampal-rh,pericalcarine-rh,rostralanteriorcingulate-rh
cuneus-rh,0.4166666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0
inferiortemporal-rh,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.2608695652173913
isthmuscingulate-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.4166666666666667,0.0,0.0,0.4166666666666667,0.0,0.0,0.16666666666666666,0.0
lingual-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285
pericalcarine-rh,0.25,0.0,0.0,0.125,0.0,0.0,0.625,0.0
rostralanteriorcingulate-rh,0.0,0.21052631578947367,0.0,0.0,0.0,0.21052631578947367,0.0,0.5789473684210527
