,frontalpole-lh,frontalpole-rh,fusiform-lh,inferiortemporal-lh,parahippocampal-lh,parsorbitalis-lh,parstriangularis-lh,temporalpole-rh
frontalpole-lh,0.6932367149758454,0.07246376811594203,0.00966183574879227,0.0,0.0,0.12077294685990338,0.05314009661835749,0.050724637681159424
frontalpole-rh,0.09342560553633218,0.7681660899653979,0.01730103806228374,0.04844290657439446,0.04498269896193772,0.0,0.0,0.02768166089965398
fusiform-lh,0.004282655246252677,0.01284796573875803,0.6916488222698073,0.06638115631691649,0.22055674518201285,0.0,0.0,0.004282655246252677
inferiortemporal-lh,0.0,0.043596730245231606,0.07629427792915532,0.7275204359673024,0.15258855585831063,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0326530612244898,0.17959183673469387,0.12040816326530612,0.6673469387755102,0.0,0.0,0.0
parsorbitalis-lh,0.1362126245847176,0.0,0.0,0.0,0.0,0.6877076411960132,0.1760797342192691,0.0
parstriangularis-lh,0.08304498269896193,0.0,0.0,0.0,0.0,0.22491349480968859,0.6920415224913494,0.0
temporalpole-rh,0.071875,0.01875,0.0125,0.0,0.0,0.0,0.0,0.896875
