,entorhinal-rh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh
entorhinal-rh,0.5043731778425656,0.15160349854227406,0.043731778425655975,0.011661807580174927,0.09620991253644315,0.10787172011661808,0.008746355685131196,0.07580174927113703
frontalpole-lh,0.11132437619961612,0.33013435700575816,0.08445297504798464,0.11324376199616124,0.1746641074856046,0.04990403071017274,0.07485604606525911,0.061420345489443376
frontalpole-rh,0.036613272311212815,0.08924485125858124,0.5675057208237986,0.02288329519450801,0.13501144164759726,0.07322654462242563,0.009153318077803204,0.06636155606407322
lateralorbitofrontal-lh,0.014234875444839857,0.24555160142348753,0.03558718861209965,0.28825622775800713,0.1387900355871886,0.060498220640569395,0.17793594306049823,0.03914590747330961
medialorbitofrontal-lh,0.07363420427553444,0.1876484560570071,0.1496437054631829,0.07363420427553444,0.37767220902612825,0.0855106888361045,0.035629453681710214,0.0166270783847981
parsorbitalis-rh,0.06683804627249357,0.04884318766066838,0.06940874035989718,0.038560411311053984,0.07197943444730077,0.583547557840617,0.04627249357326478,0.07455012853470437
temporalpole-lh,0.0024875621890547263,0.12189054726368159,0.01990049751243781,0.12686567164179105,0.05721393034825871,0.04477611940298507,0.6094527363184079,0.017412935323383085
temporalpole-rh,0.13,0.13,0.09,0.03333333333333333,0.04666666666666667,0.05,0.02,0.5
