,Fp1,FT9,Oz,FT10,F4,F5,PO8,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.5416666666666666,0.0,0.0,0.22916666666666666,0.22916666666666666
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.30303030303030304,0.0,0.0,0.3333333333333333,0.36363636363636365
AF8,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.3142857142857143,0.4
