,entorhinal-lh,inferiorparietal-lh,inferiortemporal-lh,isthmuscingulate-lh,isthmuscingulate-rh,middletemporal-lh,parsopercularis-rh,parstriangularis-rh
entorhinal-lh,0.4,0.0,0.36666666666666664,0.0,0.13333333333333333,0.0,0.0,0.1
inferiorparietal-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.4,0.0,0.36666666666666664,0.0,0.13333333333333333,0.0,0.0,0.1
isthmuscingulate-lh,0.0,0.0,0.0,0.5833333333333334,0.125,0.0,0.08333333333333333,0.20833333333333334
isthmuscingulate-rh,0.2,0.0,0.2,0.04,0.32,0.0,0.0,0.24
middletemporal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parsopercularis-rh,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.7647058823529411,0.0
parstriangularis-rh,0.11764705882352941,0.0,0.11764705882352941,0.08823529411764706,0.2647058823529412,0.0,0.0,0.4117647058823529
