,caudalanteriorcingulate-lh,frontalpole-rh,fusiform-lh,inferiortemporal-rh,isthmuscingulate-rh,parstriangularis-rh,pericalcarine-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.34375,0.375,0.28125,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.3235294117647059,0.38235294117647056,0.29411764705882354,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.28,0.36,0.36,0.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.0,0.0,0.48148148148148145,0.0,0.2222222222222222,0.0,0.2962962962962963
isthmuscingulate-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.2702702702702703,0.0,0.35135135135135137,0.0,0.3783783783783784
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.3157894736842105,0.0,0.3157894736842105,0.0,0.3684210526315789
