,frontalpole-lh,frontalpole-rh,fusiform-rh,inferiortemporal-rh,insula-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.43103448275862066,0.0,0.10344827586206896,0.07471264367816093,0.028735632183908046,0.10344827586206896,0.0,0.25862068965517243
frontalpole-rh,0.0,0.7,0.0,0.0,0.03333333333333333,0.0,0.21666666666666667,0.05
fusiform-rh,0.0759493670886076,0.0,0.3291139240506329,0.1518987341772152,0.11392405063291139,0.24472573839662448,0.008438818565400843,0.0759493670886076
inferiortemporal-rh,0.0949367088607595,0.0,0.25316455696202533,0.3291139240506329,0.03164556962025317,0.25316455696202533,0.0,0.0379746835443038
insula-rh,0.01875,0.0375,0.1375,0.0125,0.49375,0.15,0.06875,0.08125
parahippocampal-rh,0.08256880733944955,0.0,0.26146788990825687,0.1651376146788991,0.12844036697247707,0.2706422018348624,0.009174311926605505,0.08256880733944955
rostralanteriorcingulate-lh,0.0,0.29473684210526313,0.0,0.0,0.09473684210526316,0.0,0.5894736842105263,0.021052631578947368
rostralanteriorcingulate-rh,0.20108695652173914,0.05434782608695652,0.08695652173913043,0.021739130434782608,0.08152173913043478,0.08695652173913043,0.02717391304347826,0.44021739130434784
