,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.125,0.125,0.12946428571428573,0.125,0.12946428571428573,0.12946428571428573,0.125,0.11160714285714286
parsopercularis-lh,0.125,0.125,0.12931034482758622,0.125,0.12931034482758622,0.12931034482758622,0.125,0.11206896551724138
parstriangularis-rh,0.125,0.125,0.12931034482758622,0.125,0.12931034482758622,0.12931034482758622,0.125,0.11206896551724138
postcentral-rh,0.125,0.125,0.12946428571428573,0.125,0.12946428571428573,0.12946428571428573,0.125,0.11160714285714286
rostralmiddlefrontal-lh,0.125,0.125,0.12931034482758622,0.125,0.12931034482758622,0.12931034482758622,0.125,0.11206896551724138
rostralmiddlefrontal-rh,0.125,0.125,0.12931034482758622,0.125,0.12931034482758622,0.12931034482758622,0.125,0.11206896551724138
superiortemporal-lh,0.125,0.125,0.12946428571428573,0.125,0.12946428571428573,0.12946428571428573,0.125,0.11160714285714286
supramarginal-lh,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12077294685990338
