,bankssts-lh,fusiform-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,parsorbitalis-lh,temporalpole-lh
bankssts-lh,0.96045197740113,0.0,0.0,0.0,0.0,0.0,0.0,0.03954802259887006
fusiform-rh,0.0,0.4197860962566845,0.12566844919786097,0.0374331550802139,0.034759358288770054,0.20588235294117646,0.0,0.17647058823529413
isthmuscingulate-rh,0.0,0.18253968253968253,0.3611111111111111,0.0,0.10714285714285714,0.25,0.0,0.0992063492063492
lateralorbitofrontal-lh,0.0,0.04929577464788732,0.0,0.6197183098591549,0.22183098591549297,0.0,0.10915492957746478,0.0
medialorbitofrontal-lh,0.0,0.03571428571428571,0.08766233766233766,0.19155844155844157,0.538961038961039,0.06818181818181818,0.048701298701298704,0.02922077922077922
parahippocampal-rh,0.0,0.21629213483146068,0.17134831460674158,0.0,0.05898876404494382,0.4044943820224719,0.0,0.14887640449438203
parsorbitalis-lh,0.0,0.0,0.0,0.12435233160621761,0.05699481865284974,0.0,0.8186528497409327,0.0
temporalpole-lh,0.008771929824561403,0.2046783625730994,0.07309941520467836,0.0,0.03216374269005848,0.15497076023391812,0.0,0.5263157894736842
