,entorhinal-rh,frontalpole-rh,insula-rh,lateraloccipital-lh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh,transversetemporal-rh
entorhinal-rh,0.6058394160583942,0.051094890510948905,0.23722627737226276,0.010948905109489052,0.0,0.0,0.021897810218978103,0.072992700729927
frontalpole-rh,0.07253886010362694,0.7046632124352331,0.0,0.0,0.0,0.18652849740932642,0.03626943005181347,0.0
insula-rh,0.2313167259786477,0.0,0.6903914590747331,0.0,0.0,0.028469750889679714,0.0498220640569395,0.0
lateraloccipital-lh,0.0021321961620469083,0.0,0.0,0.4157782515991471,0.2771855010660981,0.08528784648187633,0.17270788912579957,0.046908315565031986
parsorbitalis-rh,0.0,0.0,0.0,0.31695331695331697,0.4103194103194103,0.10073710073710074,0.14250614250614252,0.029484029484029485
rostralanteriorcingulate-rh,0.0,0.08408408408408409,0.024024024024024024,0.12612612612612611,0.13513513513513514,0.4894894894894895,0.14114114114114115,0.0
temporalpole-lh,0.010443864229765013,0.013054830287206266,0.028720626631853787,0.21671018276762402,0.15404699738903394,0.13315926892950392,0.4281984334203655,0.015665796344647518
transversetemporal-rh,0.08823529411764706,0.0,0.0,0.09803921568627451,0.049019607843137254,0.0,0.0196078431372549,0.7450980392156863
