,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,pericalcarine-lh
caudalanteriorcingulate-lh,0.3150943396226415,0.12830188679245283,0.1641509433962264,0.10754716981132076,0.0,0.15660377358490565,0.10566037735849057,0.022641509433962263
frontalpole-lh,0.22044728434504793,0.21725239616613418,0.22044728434504793,0.0,0.0,0.22044728434504793,0.12140575079872204,0.0
frontalpole-rh,0.19506726457399104,0.1547085201793722,0.25112107623318386,0.02914798206278027,0.0,0.21524663677130046,0.1547085201793722,0.0
lateraloccipital-lh,0.1891025641025641,0.0,0.035256410256410256,0.5897435897435898,0.0,0.0,0.04487179487179487,0.14102564102564102
lateraloccipital-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.20481927710843373,0.16626506024096385,0.236144578313253,0.0,0.0,0.26506024096385544,0.12771084337349398,0.0
medialorbitofrontal-rh,0.1836734693877551,0.12244897959183673,0.22789115646258504,0.05442176870748299,0.0,0.17346938775510204,0.23809523809523808,0.0
pericalcarine-lh,0.10309278350515463,0.0,0.0,0.4536082474226804,0.0,0.0,0.0,0.44329896907216493
