,bankssts-rh,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,fusiform-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-rh
bankssts-rh,0.7991858887381276,0.08683853459972862,0.0,0.0814111261872456,0.0,0.0,0.0,0.032564450474898234
caudalanteriorcingulate-lh,0.07483870967741936,0.64,0.01032258064516129,0.00903225806451613,0.06709677419354838,0.07741935483870968,0.09161290322580645,0.02967741935483871
frontalpole-lh,0.0,0.007237635705669481,0.6875753920386007,0.0735826296743064,0.0,0.0,0.0,0.2316043425814234
frontalpole-rh,0.08178438661710037,0.013630731102850062,0.07063197026022305,0.6517967781908303,0.0,0.0,0.0,0.1821561338289963
fusiform-rh,0.0,0.04580152671755725,0.0,0.0,0.4529262086513995,0.2001696352841391,0.3011026293469042,0.0
isthmuscingulate-rh,0.0,0.04869251577998197,0.0,0.0,0.2073940486925158,0.5599639314697926,0.1145175834084761,0.06943192064923355
parahippocampal-rh,0.0,0.06377079482439926,0.0,0.0,0.3345656192236599,0.12846580406654343,0.4731977818853974,0.0
rostralanteriorcingulate-rh,0.02531645569620253,0.018500486854917234,0.17721518987341772,0.14897760467380722,0.0,0.06718597857838364,0.0,0.5628042843232717
