,frontalpole-lh,frontalpole-rh,parahippocampal-rh,parsorbitalis-rh,postcentral-rh,precentral-rh,superiorparietal-rh,temporalpole-lh
frontalpole-lh,0.9852941176470589,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.5363636363636364,0.10909090909090909,0.10909090909090909,0.07272727272727272,0.07272727272727272,0.1
parsorbitalis-rh,0.0,0.0,0.16455696202531644,0.8354430379746836,0.0,0.0,0.0,0.0
postcentral-rh,0.0,0.0,0.12195121951219512,0.0,0.6097560975609756,0.0,0.23170731707317074,0.036585365853658534
precentral-rh,0.0,0.0,0.09803921568627451,0.0,0.0,0.6176470588235294,0.0,0.28431372549019607
superiorparietal-rh,0.0,0.0,0.075,0.0,0.1625,0.0,0.7625,0.0
temporalpole-lh,0.0,0.0,0.1111111111111111,0.0,0.05128205128205128,0.21367521367521367,0.0,0.6239316239316239
