,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.225,0.0,0.1,0.175,0.15,0.0,0.2,0.15
isthmuscingulate-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.1111111111111111,0.0,0.18518518518518517,0.16666666666666666,0.2037037037037037,0.0,0.12962962962962962,0.2037037037037037
medialorbitofrontal-lh,0.16071428571428573,0.0,0.125,0.17857142857142858,0.17857142857142858,0.0,0.17857142857142858,0.17857142857142858
medialorbitofrontal-rh,0.13793103448275862,0.0,0.13793103448275862,0.1896551724137931,0.1896551724137931,0.0,0.15517241379310345,0.1896551724137931
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.21739130434782608,0.0,0.10869565217391304,0.17391304347826086,0.15217391304347827,0.0,0.1956521739130435,0.15217391304347827
rostralanteriorcingulate-rh,0.13793103448275862,0.0,0.13793103448275862,0.1896551724137931,0.1896551724137931,0.0,0.15517241379310345,0.1896551724137931
