,Fp1,Fz,P8,TP10,PO8,P6,TP8,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.2539509536784741,0.25177111716621253,0.2435967302452316,0.2506811989100817,0.0
PO8,0.0,0.0,0.0,0.24662709120345386,0.2558014031300594,0.24446842957366433,0.25310307609282245,0.0
P6,0.0,0.0,0.0,0.24586549062844543,0.25027563395810365,0.2513781697905182,0.25248070562293273,0.0
TP8,0.0,0.0,0.0,0.24422973698336017,0.2528180354267311,0.24530327428878154,0.2576489533011272,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
