,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.01666300689908744,0.016698753466140342,0.016698753466140342,0.01669364681370421,0.016668113551523568,0.016617047027162286,0.016683433508831957,0.01662726033203454,0.016724286728320985,0.016668113551523568,0.01666300689908744,0.016647686941779056,0.01599914208239073,0.016678326856395826,0.01669364681370421,0.016698753466140342,0.016714073423448727,0.0,0.016647686941779056,0.016719180075884854,0.01663236698447067,0.016683433508831957,0.016698753466140342,0.0167089667710126,0.01669364681370421,0.016719180075884854,0.0167089667710126,0.016724286728320985,0.01662726033203454,0.01666300689908744,0.01663236698447067,0.01670386011857647,0.016479167411386813,0.016714073423448727,0.01663236698447067,0.016719180075884854,0.016714073423448727,0.016698753466140342,0.016698753466140342,0.016698753466140342,0.0166732202039597,0.016688540161268084,0.016719180075884854,0.01670386011857647,0.016724286728320985,0.016474060758950686,0.016714073423448727,0.016714073423448727,0.01652002063087584,0.016683433508831957,0.016647686941779056,0.016724286728320985,0.01670386011857647,0.01670386011857647,0.01669364681370421,0.016698753466140342,0.016719180075884854,0.016683433508831957,0.016683433508831957,0.016668113551523568,0.01670386011857647
Fz,0.016529092515461315,0.016897639782910513,0.01688249400479616,0.01663511296226177,0.016609869998737852,0.01679161933611006,0.016680550296604823,0.016458412217594344,0.016811813706929194,0.01653918970087088,0.016529092515461315,0.016599772813328285,0.016099962135554716,0.016609869998737852,0.01663511296226177,0.016655307333080904,0.016725987630947875,0.0,0.016513946737346963,0.01679161933611006,0.0165341411081661,0.01677647355799571,0.01682191089233876,0.016715890445538305,0.016579578442509152,0.01680676511422441,0.016736084816357442,0.01680676511422441,0.016458412217594344,0.016614918591442634,0.01674618200176701,0.016640161554966552,0.016291808658336487,0.016761327779881357,0.016483655181118263,0.016867348226681813,0.016705793260128738,0.016761327779881357,0.01658967562791872,0.016837056670453113,0.016867348226681813,0.016710841852833523,0.016796667928814842,0.016705793260128738,0.016766376372586142,0.016357440363498676,0.016725987630947875,0.016725987630947875,0.016524043922756533,0.016640161554966552,0.016559384071690015,0.01669064748201439,0.01665025874037612,0.016786570743405275,0.016670453111195253,0.016857251041272246,0.016781522150700494,0.01674618200176701,0.016731036223652657,0.016524043922756533,0.01665025874037612
F3,0.01653819342715416,0.01683117302971217,0.01685137851954376,0.016644272248769992,0.016619015386480508,0.01674024832547003,0.01667963185597527,0.016467474212743603,0.016805916167422687,0.016548296172069953,0.01653819342715416,0.01661396401402261,0.016048210298738166,0.016619015386480508,0.016644272248769992,0.01666447773860158,0.016735196953012132,0.0,0.016533142054696262,0.016805916167422687,0.01653819342715416,0.0167857106775911,0.01680086479496479,0.01672004283563844,0.016593758524191024,0.01681601891233848,0.016745299697927925,0.01680086479496479,0.016467474212743603,0.016619015386480508,0.016714991463180544,0.01664932362122789,0.016300778921633008,0.016775607932675306,0.016492731075033087,0.016841275774627965,0.016714991463180544,0.01677055656021741,0.01659880989664892,0.01680086479496479,0.016810967539880584,0.016730145580554235,0.01680086479496479,0.016714991463180544,0.016775607932675306,0.016371498136043564,0.016735196953012132,0.016735196953012132,0.01652303930978047,0.016659426366143683,0.016563450289443643,0.016699837345806854,0.016659426366143683,0.016795813422506894,0.01667963185597527,0.016810967539880584,0.0167857106775911,0.01674024832547003,0.01674024832547003,0.016533142054696262,0.016659426366143683
F7,0.016620160712379733,0.01670148259965743,0.016711647835567143,0.01672689568943171,0.016670986891928294,0.016625243330334587,0.01667606950988315,0.01656933453283117,0.01674214354329628,0.016630325948289445,0.016630325948289445,0.016655739038063725,0.015994998703932423,0.01666590427397344,0.01669131736374772,0.01670656521761229,0.016721813071476858,0.0,0.016640491184199156,0.01674214354329628,0.01660999547647002,0.01670148259965743,0.01670656521761229,0.016711647835567143,0.016660821656018582,0.01674214354329628,0.016716730453522,0.016747226161251138,0.01656933453283117,0.01669131736374772,0.016696399981702574,0.01670148259965743,0.016401608140320916,0.016737060925341427,0.01658458238669574,0.01673197830738657,0.01673197830738657,0.016716730453522,0.01669131736374772,0.016721813071476858,0.01667606950988315,0.016696399981702574,0.01674214354329628,0.016716730453522,0.016752308779205992,0.016427021230095196,0.016721813071476858,0.016721813071476858,0.01652867358919232,0.016681152127838005,0.016625243330334587,0.016737060925341427,0.016711647835567143,0.01672689568943171,0.01670656521761229,0.01670148259965743,0.01672689568943171,0.01666590427397344,0.01670656521761229,0.016620160712379733,0.016711647835567143
FT9,0.016623936841248525,0.016705326984902128,0.01671041386888048,0.016705326984902128,0.016690066332967077,0.016629023725226875,0.016654458145118626,0.016578154885443373,0.01672058763683718,0.016639197493183575,0.016644284377161925,0.016654458145118626,0.015993163227933097,0.016669718797053677,0.016700240100923778,0.01671041386888048,0.01672567452081553,0.0,0.016644284377161925,0.01673076140479388,0.016618849957270174,0.016700240100923778,0.01671041386888048,0.01671041386888048,0.016669718797053677,0.01672567452081553,0.01671550075285883,0.01671550075285883,0.016578154885443373,0.016659545029096976,0.016659545029096976,0.01671550075285883,0.016415374598136166,0.01673076140479388,0.016603589305335124,0.01673076140479388,0.01673584828877223,0.01671550075285883,0.01671041386888048,0.01671041386888048,0.016679892565010377,0.01671041386888048,0.01673584828877223,0.01672058763683718,0.01674093517275058,0.016445895902006267,0.01672058763683718,0.01672058763683718,0.01650693850974647,0.016695153216945428,0.016629023725226875,0.01672567452081553,0.01672058763683718,0.01672567452081553,0.01671041386888048,0.016700240100923778,0.01671550075285883,0.016684979448988727,0.016695153216945428,0.016644284377161925,0.01671041386888048
FC5,0.016546536818448705,0.016910975683829037,0.016885667429288737,0.016637646534793788,0.01661739993116155,0.016936283938369337,0.01666801644024215,0.016475673705735862,0.016794557712943654,0.016521228563908405,0.016531351865724523,0.01659209167662125,0.01616185134943613,0.01662246158206961,0.016632584883885727,0.01664270818570185,0.01671863294932275,0.0,0.016521228563908405,0.016784434411127532,0.016536413516632584,0.016784434411127532,0.016809742665667836,0.01669332469478245,0.016556660120264827,0.016794557712943654,0.01671863294932275,0.016789496062035593,0.0164706120548278,0.016612338280253488,0.016764187807495293,0.016637646534793788,0.01633394748031018,0.016743941203863053,0.016480735356643923,0.016840112571116197,0.01668826304387439,0.016738879552954992,0.016581968374805127,0.016895790731104858,0.016885667429288737,0.01667813974205827,0.016779372760219475,0.01670344799659857,0.01673381790204693,0.0163440707821263,0.01671863294932275,0.01671863294932275,0.016576906723897066,0.016597153327529306,0.016556660120264827,0.01666801644024215,0.01665283148751797,0.016779372760219475,0.016657893138426028,0.016885667429288737,0.016743941203863053,0.01673381790204693,0.016738879552954992,0.016531351865724523,0.01664270818570185
FC1,0.016601115887679502,0.01673323373680092,0.01673323373680092,0.016692582090917406,0.016662093356504773,0.016651930445033894,0.016743396648271798,0.01654521987458967,0.016763722471213553,0.01661127879915038,0.01662144171062126,0.016646848989298454,0.016031992845310324,0.016641767533563015,0.016677337723711088,0.016697663546652846,0.01672815228106548,0.0,0.016585871520473184,0.016748478104007238,0.016596034431944063,0.01671290791385916,0.016743396648271798,0.016707826458123725,0.01666717481224021,0.016758641015478113,0.01673323373680092,0.016753559559742674,0.01654521987458967,0.01667225626797565,0.01667225626797565,0.016677337723711088,0.0163927762025265,0.01672815228106548,0.016580790064737744,0.016768803926948992,0.01672307082533004,0.016707826458123725,0.016646848989298454,0.01672815228106548,0.01671290791385916,0.016697663546652846,0.016763722471213553,0.01672307082533004,0.016753559559742674,0.016413102025468255,0.01673323373680092,0.01673323373680092,0.016463916582822646,0.016697663546652846,0.01662144171062126,0.016748478104007238,0.016697663546652846,0.01673831519253636,0.016697663546652846,0.016753559559742674,0.016753559559742674,0.01667225626797565,0.016707826458123725,0.016596034431944063,0.016687500635181967
C3,0.01664120415466169,0.016692470957356275,0.01669759763762573,0.016666837556008982,0.016661710875739522,0.016605317392775484,0.016656584195470066,0.016656584195470066,0.016707850998164648,0.016687344277086815,0.01667196423627844,0.016661710875739522,0.015979862399901568,0.01667196423627844,0.01669759763762573,0.016692470957356275,0.01670272431789519,0.0,0.016661710875739522,0.016712977678434108,0.016656584195470066,0.016692470957356275,0.01669759763762573,0.01669759763762573,0.016692470957356275,0.016712977678434108,0.01670272431789519,0.01669759763762573,0.016661710875739522,0.016630950794122773,0.016620697433583857,0.01669759763762573,0.016538670549272525,0.016718104358703564,0.0166770909165479,0.01670272431789519,0.016707850998164648,0.01669759763762573,0.016707850998164648,0.0166770909165479,0.016656584195470066,0.016712977678434108,0.016707850998164648,0.01669759763762573,0.016707850998164648,0.016559177270350358,0.01670272431789519,0.01670272431789519,0.016533543869003065,0.016718104358703564,0.016666837556008982,0.016707850998164648,0.016692470957356275,0.01669759763762573,0.01669759763762573,0.01668221759681736,0.01670272431789519,0.0166770909165479,0.0166770909165479,0.01668221759681736,0.01670272431789519
T7,0.016554583607220508,0.016761895130707388,0.016782120645193913,0.016691105830004552,0.01664559842240987,0.016675936694139658,0.01668604945138292,0.016483794306517672,0.016797289781058804,0.016569752743085402,0.016564696364463772,0.016635485665166608,0.01600343833746271,0.016630429286544977,0.016660767558274763,0.016675936694139658,0.016756838752085758,0.0,0.016564696364463772,0.016792233402437174,0.016549527228598877,0.016756838752085758,0.01676695150932902,0.016716387723112708,0.016615260150680083,0.016792233402437174,0.016751782373464124,0.016787177023815544,0.016483794306517672,0.016655711179653133,0.016711331344491074,0.016670880315518027,0.01631693381200384,0.016787177023815544,0.016514132578247458,0.016792233402437174,0.016741669616220863,0.016746725994842494,0.016625372907923347,0.01677200788795065,0.016741669616220863,0.016706274965869444,0.016792233402437174,0.016736613237599233,0.016782120645193913,0.016377610355463416,0.016756838752085758,0.016756838752085758,0.016514132578247458,0.016675936694139658,0.016584921878950297,0.016736613237599233,0.01668604945138292,0.01677706426657228,0.016691105830004552,0.016761895130707388,0.01677706426657228,0.01668604945138292,0.016741669616220863,0.016549527228598877,0.016680993072761288
TP9,0.01662201407068063,0.01668848167539267,0.01670382035340314,0.016678255890052358,0.01665269142670157,0.0166015625,0.01665269142670157,0.01663223985602094,0.01670382035340314,0.0167089332460733,0.016662917212041883,0.016662917212041883,0.015967563808900524,0.01665269142670157,0.01668848167539267,0.016698707460732983,0.01670382035340314,0.0,0.01665780431937173,0.016714046138743454,0.016662917212041883,0.016678255890052358,0.016683368782722512,0.016719159031413612,0.016714046138743454,0.016714046138743454,0.016698707460732983,0.016698707460732983,0.01663223985602094,0.01663223985602094,0.016627126963350787,0.016698707460732983,0.0164941917539267,0.01672427192408377,0.01666803010471204,0.016719159031413612,0.016719159031413612,0.016714046138743454,0.016698707460732983,0.0166731429973822,0.016662917212041883,0.016719159031413612,0.01672427192408377,0.01669359456806283,0.01673961060209424,0.016540207787958117,0.016698707460732983,0.016698707460732983,0.0165299820026178,0.01672938481675393,0.01666803010471204,0.0167089332460733,0.01668848167539267,0.016714046138743454,0.01670382035340314,0.0166731429973822,0.01672938481675393,0.01670382035340314,0.01666803010471204,0.016678255890052358,0.01670382035340314
