,CP5,Pz,P3,P8,C5,POz,CPz,TP8
CP5,0.5297297297297298,0.16486486486486487,0.0,0.043243243243243246,0.0,0.10540540540540541,0.05675675675675676,0.1
Pz,0.1910828025477707,0.5254777070063694,0.0,0.0,0.0,0.06687898089171974,0.0,0.21656050955414013
P3,0.0,0.0,0.704225352112676,0.29577464788732394,0.0,0.0,0.0,0.0
P8,0.03937007874015748,0.0,0.16535433070866143,0.49606299212598426,0.0,0.0,0.2992125984251969,0.0
C5,0.0,0.0,0.0,0.0,0.5636363636363636,0.0,0.43636363636363634,0.0
POz,0.13986013986013987,0.07692307692307693,0.0,0.0,0.0,0.47202797202797203,0.06993006993006994,0.24125874125874125
CPz,0.04523809523809524,0.0,0.0,0.26904761904761904,0.11428571428571428,0.05,0.5214285714285715,0.0
TP8,0.11271676300578035,0.19653179190751446,0.0,0.0,0.0,0.1936416184971098,0.0,0.49710982658959535
