,Fp1,T8,F8,AF7,POz,CPz,TP8,AF8
Fp1,0.36633663366336633,0.0,0.0,0.37623762376237624,0.25742574257425743,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.3274336283185841,0.0,0.0,0.4424778761061947,0.23008849557522124,0.0,0.0,0.0
POz,0.3375,0.0,0.0,0.3375,0.325,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
