,Fp1,F3,F7,P8,TP10,F4,Fp2,C6
Fp1,0.4605263157894737,0.0,0.14473684210526316,0.0,0.0,0.0,0.39473684210526316,0.0
F3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.20365535248041775,0.0,0.4934725848563969,0.0,0.0,0.0,0.3028720626631854,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.3682373472949389,0.0,0.2006980802792321,0.0,0.0,0.0,0.43106457242582896,0.0
C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
