,cuneus-rh,frontalpole-lh,isthmuscingulate-rh,lingual-rh,paracentral-rh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh
cuneus-rh,0.5058823529411764,0.0,0.07058823529411765,0.09411764705882353,0.0,0.1411764705882353,0.18823529411764706,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.19607843137254902,0.0,0.5490196078431373,0.0,0.0,0.0,0.2549019607843137,0.0
lingual-rh,0.10256410256410256,0.0,0.02564102564102564,0.6923076923076923,0.0,0.15384615384615385,0.02564102564102564,0.0
paracentral-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.25862068965517243,0.0,0.0,0.10344827586206896,0.0,0.6379310344827587,0.0,0.0
pericalcarine-rh,0.24096385542168675,0.0,0.10843373493975904,0.060240963855421686,0.0,0.04819277108433735,0.5421686746987951,0.0
temporalpole-lh,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.9310344827586207
