,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parstriangularis-rh,0.24539877300613497,0.06748466257668712,0.11042944785276074,0.1165644171779141,0.09815950920245399,0.10429447852760736,0.17791411042944785,0.07975460122699386
postcentral-lh,0.08641975308641975,0.1419753086419753,0.1419753086419753,0.11728395061728394,0.13580246913580246,0.14814814814814814,0.09259259259259259,0.13580246913580246
postcentral-rh,0.1116751269035533,0.09137055837563451,0.17766497461928935,0.12690355329949238,0.15736040609137056,0.12690355329949238,0.09644670050761421,0.1116751269035533
rostralmiddlefrontal-rh,0.125,0.08928571428571429,0.125,0.22023809523809523,0.1130952380952381,0.125,0.09523809523809523,0.10714285714285714
superiorparietal-rh,0.09865470852017937,0.1031390134529148,0.17040358744394618,0.11659192825112108,0.17040358744394618,0.13004484304932734,0.09417040358744394,0.11659192825112108
superiortemporal-lh,0.1111111111111111,0.1111111111111111,0.14619883040935672,0.1286549707602339,0.1286549707602339,0.15204678362573099,0.09941520467836257,0.12280701754385964
superiortemporal-rh,0.19047619047619047,0.07482993197278912,0.10204081632653061,0.10204081632653061,0.11564625850340136,0.11564625850340136,0.23129251700680273,0.06802721088435375
supramarginal-lh,0.09770114942528736,0.12643678160919541,0.13793103448275862,0.13218390804597702,0.13793103448275862,0.14942528735632185,0.08045977011494253,0.13793103448275862
