,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-lh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.27722772277227725,0.297029702970297,0.0,0.0,0.15841584158415842,0.21782178217821782,0.04950495049504951,0.0
parstriangularis-rh,0.27722772277227725,0.297029702970297,0.0,0.0,0.16831683168316833,0.2079207920792079,0.04950495049504951,0.0
postcentral-lh,0.0,0.0,0.2702702702702703,0.1891891891891892,0.08108108108108109,0.10810810810810811,0.24324324324324326,0.10810810810810811
postcentral-rh,0.0,0.0,0.13953488372093023,0.32558139534883723,0.11627906976744186,0.11627906976744186,0.23255813953488372,0.06976744186046512
precentral-rh,0.18478260869565216,0.18478260869565216,0.021739130434782608,0.03260869565217391,0.25,0.17391304347826086,0.08695652173913043,0.06521739130434782
rostralmiddlefrontal-rh,0.2222222222222222,0.24242424242424243,0.020202020202020204,0.030303030303030304,0.1414141414141414,0.25252525252525254,0.09090909090909091,0.0
superiortemporal-lh,0.05357142857142857,0.07142857142857142,0.125,0.125,0.16071428571428573,0.14285714285714285,0.23214285714285715,0.08928571428571429
superiortemporal-rh,0.0,0.0,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.0,0.05263157894736842,0.7368421052631579
