,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parstriangularis-rh,0.1875,0.0,0.125,0.25,0.125,0.125,0.0,0.1875
postcentral-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.16,0.0,0.2,0.2,0.2,0.08,0.0,0.16
rostralmiddlefrontal-rh,0.19047619047619047,0.0,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.0,0.19047619047619047
superiorparietal-rh,0.14814814814814814,0.0,0.2222222222222222,0.18518518518518517,0.2222222222222222,0.07407407407407407,0.0,0.14814814814814814
superiortemporal-lh,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supramarginal-lh,0.1875,0.0,0.125,0.25,0.125,0.125,0.0,0.1875
