,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.0,0.16,0.0,0.16,0.2,0.12,0.2,0.16
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superiorparietal-rh,0.0,0.15,0.0,0.15,0.2,0.15,0.2,0.15
superiortemporal-lh,0.03225806451612903,0.16129032258064516,0.0,0.12903225806451613,0.22580645161290322,0.12903225806451613,0.1935483870967742,0.12903225806451613
superiortemporal-rh,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.25,0.25,0.16666666666666666,0.08333333333333333
supramarginal-lh,0.030303030303030304,0.15151515151515152,0.0,0.12121212121212122,0.24242424242424243,0.12121212121212122,0.21212121212121213,0.12121212121212122
supramarginal-rh,0.0,0.15,0.0,0.15,0.2,0.15,0.2,0.15
