,frontalpole-lh,inferiorparietal-lh,paracentral-lh,posteriorcingulate-lh,posteriorcingulate-rh,superiorparietal-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.8064516129032258,0.0,0.03225806451612903,0.0,0.0,0.16129032258064516,0.0,0.0
inferiorparietal-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
paracentral-lh,0.043478260869565216,0.0,0.5217391304347826,0.10869565217391304,0.0,0.32608695652173914,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.12195121951219512,0.5121951219512195,0.36585365853658536,0.0,0.0,0.0
posteriorcingulate-rh,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
superiorparietal-lh,0.10526315789473684,0.0,0.3684210526315789,0.0,0.0,0.5263157894736842,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.125
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.9545454545454546
