,caudalmiddlefrontal-lh,frontalpole-rh,insula-rh,medialorbitofrontal-rh,parahippocampal-rh,parstriangularis-rh,rostralanteriorcingulate-rh,temporalpole-rh
caudalmiddlefrontal-lh,0.5769230769230769,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.36363636363636365,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.34375,0.15625,0.34375,0.0,0.15625,0.0
medialorbitofrontal-rh,0.0,0.0,0.2,0.2857142857142857,0.2,0.14285714285714285,0.17142857142857143,0.0
parahippocampal-rh,0.0,0.0,0.34375,0.15625,0.34375,0.0,0.15625,0.0
parstriangularis-rh,0.0,0.0,0.0,0.2777777777777778,0.0,0.7222222222222222,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.2692307692307692,0.23076923076923078,0.2692307692307692,0.0,0.23076923076923078,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
