,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,pericalcarine-lh,rostralanteriorcingulate-lh,transversetemporal-rh
frontalpole-lh,0.6216216216216216,0.3783783783783784,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.43018867924528303,0.569811320754717,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.4271604938271605,0.12098765432098765,0.09876543209876543,0.1580246913580247,0.19506172839506172,0.0
medialorbitofrontal-lh,0.0,0.0,0.08379888268156424,0.3929236499068901,0.17318435754189945,0.06517690875232775,0.25884543761638734,0.0260707635009311
parahippocampal-rh,0.0,0.0,0.09,0.22,0.515,0.02,0.065,0.09
pericalcarine-lh,0.0,0.0,0.17597765363128492,0.09776536312849161,0.0335195530726257,0.5223463687150838,0.17039106145251395,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.15221579961464354,0.26396917148362237,0.05973025048169557,0.12909441233140656,0.394990366088632,0.0
transversetemporal-rh,0.0,0.0,0.0,0.08163265306122448,0.23129251700680273,0.0,0.0,0.6870748299319728
