,inferiorparietal-rh,postcentral-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.13953488372093023,0.13953488372093023,0.10077519379844961,0.11627906976744186,0.13953488372093023,0.10077519379844961,0.12403100775193798,0.13953488372093023
postcentral-lh,0.1417910447761194,0.1417910447761194,0.09701492537313433,0.11940298507462686,0.1417910447761194,0.09701492537313433,0.11940298507462686,0.1417910447761194
postcentral-rh,0.12871287128712872,0.12871287128712872,0.1188118811881188,0.12871287128712872,0.12871287128712872,0.10891089108910891,0.12871287128712872,0.12871287128712872
superiorfrontal-rh,0.1322314049586777,0.1322314049586777,0.10743801652892562,0.12396694214876033,0.1322314049586777,0.10743801652892562,0.1322314049586777,0.1322314049586777
superiorparietal-lh,0.1417910447761194,0.1417910447761194,0.09701492537313433,0.11940298507462686,0.1417910447761194,0.09701492537313433,0.11940298507462686,0.1417910447761194
superiorparietal-rh,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.11650485436893204,0.1262135922330097,0.1262135922330097
superiortemporal-rh,0.13559322033898305,0.13559322033898305,0.11016949152542373,0.11864406779661017,0.13559322033898305,0.1016949152542373,0.1271186440677966,0.13559322033898305
supramarginal-lh,0.13953488372093023,0.13953488372093023,0.10077519379844961,0.11627906976744186,0.13953488372093023,0.10077519379844961,0.12403100775193798,0.13953488372093023
