,bankssts-lh,caudalmiddlefrontal-rh,fusiform-lh,inferiorparietal-lh,lateraloccipital-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-lh,0.25226860254083483,0.041742286751361164,0.19056261343012704,0.24500907441016334,0.19600725952813067,0.02722323049001815,0.021778584392014518,0.025408348457350273
caudalmiddlefrontal-rh,0.09465020576131687,0.40329218106995884,0.09876543209876543,0.102880658436214,0.08641975308641975,0.037037037037037035,0.06995884773662552,0.10699588477366255
fusiform-lh,0.20781527531083482,0.04262877442273535,0.28063943161634103,0.2255772646536412,0.14564831261101244,0.03374777975133215,0.03374777975133215,0.03019538188277087
inferiorparietal-lh,0.2235294117647059,0.04201680672268908,0.1865546218487395,0.25882352941176473,0.20504201680672268,0.023529411764705882,0.025210084033613446,0.03529411764705882
lateraloccipital-lh,0.17454545454545456,0.038181818181818185,0.12,0.19636363636363635,0.3181818181818182,0.034545454545454546,0.04,0.07818181818181819
rostralanteriorcingulate-lh,0.07456140350877193,0.03508771929824561,0.09210526315789473,0.06578947368421052,0.07456140350877193,0.2807017543859649,0.25,0.12719298245614036
rostralanteriorcingulate-rh,0.05660377358490566,0.04905660377358491,0.08679245283018867,0.05660377358490566,0.07547169811320754,0.23773584905660378,0.2792452830188679,0.15849056603773584
temporalpole-rh,0.03858520900321544,0.08360128617363344,0.05466237942122187,0.06109324758842444,0.12218649517684887,0.1189710610932476,0.1607717041800643,0.36012861736334406
