,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.1258763543658381,0.12555768005098789,0.1258763543658381,0.12364563416188655,0.124282982791587,0.12555768005098789,0.124282982791587,0.12492033142128744
frontalpole-rh,0.12583839029064198,0.12583839029064198,0.1261577770680294,0.12360268284893006,0.12392206962631747,0.12583839029064198,0.12424145640370489,0.1245608431810923
lateraloccipital-rh,0.12484237074401008,0.12484237074401008,0.12862547288776796,0.12295081967213115,0.12295081967213115,0.12862547288776796,0.12389659520807061,0.12326607818411098
lateralorbitofrontal-rh,0.12532051282051282,0.125,0.12532051282051282,0.12467948717948718,0.125,0.12532051282051282,0.12532051282051282,0.12403846153846154
medialorbitofrontal-rh,0.12540192926045016,0.12540192926045016,0.12540192926045016,0.12411575562700965,0.12475884244372991,0.12508038585209003,0.12475884244372991,0.12508038585209003
pericalcarine-lh,0.1245674740484429,0.1245674740484429,0.12897137464611513,0.12299465240641712,0.12268008807801195,0.12960050330292544,0.12393834539163259,0.12268008807801195
rostralanteriorcingulate-lh,0.12551768079006054,0.12519910799617712,0.12583625358394393,0.12456196240841032,0.12424338961452693,0.12551768079006054,0.12519910799617712,0.12392481682064352
rostralanteriorcingulate-rh,0.12584704743465633,0.12552436269764441,0.12552436269764441,0.12358825427557277,0.12423362374959665,0.12520167796063247,0.12423362374959665,0.12584704743465633
