,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.12522935779816513,0.12477064220183487,0.12522935779816513,0.125,0.125,0.12454128440366972,0.12522935779816513,0.125
frontalpole-rh,0.125,0.12522977941176472,0.12522977941176472,0.1247702205882353,0.125,0.12431066176470588,0.125,0.1254595588235294
lateraloccipital-rh,0.1250855968956859,0.12462908011869436,0.12599863044966902,0.12485733850719014,0.12462908011869436,0.12440082173019859,0.12554211367267748,0.12485733850719014
medialorbitofrontal-lh,0.12522935779816513,0.12477064220183487,0.12522935779816513,0.125,0.125,0.12454128440366972,0.12522935779816513,0.125
medialorbitofrontal-rh,0.125,0.12522935779816513,0.12522935779816513,0.12477064220183487,0.125,0.1243119266055046,0.125,0.12545871559633026
pericalcarine-lh,0.12520064205457465,0.12474203164411832,0.12520064205457465,0.12497133684934648,0.12497133684934648,0.12497133684934648,0.12520064205457465,0.12474203164411832
rostralanteriorcingulate-lh,0.12517131110095933,0.1247144814984011,0.12562814070351758,0.12494289629968022,0.1247144814984011,0.12448606669712198,0.12539972590223847,0.12494289629968022
rostralanteriorcingulate-rh,0.125,0.1252302025782689,0.1252302025782689,0.12476979742173112,0.125,0.12430939226519337,0.125,0.12546040515653775
