,bankssts-lh,cuneus-lh,inferiorparietal-lh,isthmuscingulate-rh,lateraloccipital-lh,precuneus-lh,superiorparietal-lh,temporalpole-rh
bankssts-lh,0.2008130081300813,0.07479674796747968,0.07642276422764227,0.18699186991869918,0.12113821138211382,0.07235772357723577,0.07317073170731707,0.1943089430894309
cuneus-lh,0.0749211356466877,0.16798107255520506,0.1608832807570978,0.07807570977917981,0.1277602523659306,0.16561514195583596,0.15851735015772872,0.06624605678233439
inferiorparietal-lh,0.07722929936305732,0.160828025477707,0.16321656050955413,0.0804140127388535,0.1305732484076433,0.1592356687898089,0.16003184713375795,0.06847133757961783
isthmuscingulate-rh,0.19051512673753065,0.07849550286181521,0.08013082583810302,0.19133278822567457,0.12510220768601799,0.07604251839738348,0.07686017988552739,0.18152085036794766
lateraloccipital-lh,0.11755607115235886,0.12219644238205724,0.12374323279195669,0.12064965197215777,0.1662799690641918,0.11987625676720805,0.12064965197215777,0.10904872389791183
precuneus-lh,0.07348242811501597,0.16693290734824281,0.16293929712460065,0.07667731629392971,0.1269968051118211,0.16693290734824281,0.16134185303514376,0.06469648562300319
superiorparietal-lh,0.07548701298701299,0.16152597402597402,0.16396103896103897,0.07873376623376624,0.12987012987012986,0.16152597402597402,0.16233766233766234,0.06655844155844155
temporalpole-rh,0.20222793487574978,0.06940874035989718,0.07112253641816624,0.18766066838046272,0.11825192802056556,0.06683804627249357,0.0676949443016281,0.21679520137103683
