,bankssts-lh,inferiorparietal-lh,insula-lh,isthmuscingulate-rh,lingual-lh,middletemporal-lh,parahippocampal-lh,transversetemporal-lh
bankssts-lh,0.14376996805111822,0.14696485623003194,0.0,0.14696485623003194,0.14696485623003194,0.14696485623003194,0.14696485623003194,0.12140575079872204
inferiorparietal-lh,0.11138014527845036,0.15980629539951574,0.0,0.162227602905569,0.162227602905569,0.14043583535108958,0.162227602905569,0.1016949152542373
insula-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.092,0.134,0.0,0.2,0.174,0.164,0.152,0.084
lingual-lh,0.0968421052631579,0.14105263157894737,0.0,0.18526315789473685,0.1831578947368421,0.14526315789473684,0.16,0.08842105263157894
middletemporal-lh,0.10772833723653395,0.13114754098360656,0.0,0.1873536299765808,0.15690866510538642,0.1920374707259953,0.13348946135831383,0.09133489461358314
parahippocampal-lh,0.10430839002267574,0.15192743764172337,0.0,0.17233560090702948,0.17233560090702948,0.13378684807256236,0.17006802721088435,0.09523809523809523
transversetemporal-lh,0.13793103448275862,0.14482758620689656,0.0,0.14482758620689656,0.14482758620689656,0.1413793103448276,0.14482758620689656,0.1413793103448276
