,caudalmiddlefrontal-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
caudalmiddlefrontal-lh,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
frontalpole-lh,0.0,0.6226415094339622,0.07547169811320754,0.0,0.16981132075471697,0.0,0.1320754716981132,0.0
frontalpole-rh,0.0,0.16,0.84,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.4074074074074074,0.0,0.0,0.5925925925925926,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0
rostralanteriorcingulate-rh,0.0,0.14285714285714285,0.0,0.0,0.0,0.09523809523809523,0.7619047619047619,0.0
rostralmiddlefrontal-lh,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.8148148148148148
