,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.0,0.1875,0.09375,0.125,0.125,0.1875,0.15625,0.125
rostralmiddlefrontal-lh,0.0,0.125,0.225,0.175,0.175,0.075,0.05,0.175
superiorparietal-lh,0.0,0.15,0.15,0.175,0.175,0.1,0.075,0.175
superiorparietal-rh,0.0,0.16666666666666666,0.1388888888888889,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.08333333333333333,0.16666666666666666
superiortemporal-lh,0.0,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.2608695652173913,0.2608695652173913,0.08695652173913043
superiortemporal-rh,0.0,0.1875,0.0,0.0625,0.0625,0.3125,0.3125,0.0625
supramarginal-lh,0.0,0.16666666666666666,0.1388888888888889,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.08333333333333333,0.16666666666666666
