,inferiorparietal-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.13978494623655913,0.07526881720430108,0.15053763440860216,0.12903225806451613,0.10752688172043011,0.15053763440860216,0.15053763440860216,0.0967741935483871
postcentral-rh,0.12698412698412698,0.1111111111111111,0.12698412698412698,0.12698412698412698,0.12698412698412698,0.12698412698412698,0.12698412698412698,0.12698412698412698
rostralmiddlefrontal-lh,0.1326530612244898,0.07142857142857142,0.15306122448979592,0.12244897959183673,0.10204081632653061,0.16326530612244897,0.16326530612244897,0.09183673469387756
superiorparietal-lh,0.14444444444444443,0.07777777777777778,0.14444444444444443,0.13333333333333333,0.1111111111111111,0.14444444444444443,0.14444444444444443,0.1
superiorparietal-rh,0.13580246913580246,0.08641975308641975,0.13580246913580246,0.13580246913580246,0.12345679012345678,0.13580246913580246,0.13580246913580246,0.1111111111111111
superiortemporal-lh,0.13131313131313133,0.0707070707070707,0.15151515151515152,0.12121212121212122,0.10101010101010101,0.1717171717171717,0.16161616161616163,0.09090909090909091
superiortemporal-rh,0.13131313131313133,0.0707070707070707,0.15151515151515152,0.12121212121212122,0.10101010101010101,0.1717171717171717,0.16161616161616163,0.09090909090909091
supramarginal-rh,0.13157894736842105,0.09210526315789473,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.11842105263157894
