,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.13333333333333333,0.14285714285714285,0.12380952380952381,0.12380952380952381,0.13333333333333333,0.0761904761904762,0.13333333333333333,0.13333333333333333
parsopercularis-lh,0.13333333333333333,0.14285714285714285,0.12380952380952381,0.12380952380952381,0.13333333333333333,0.0761904761904762,0.13333333333333333,0.13333333333333333
parstriangularis-rh,0.1346153846153846,0.1346153846153846,0.125,0.125,0.1346153846153846,0.07692307692307693,0.1346153846153846,0.1346153846153846
rostralmiddlefrontal-rh,0.1346153846153846,0.1346153846153846,0.125,0.125,0.1346153846153846,0.07692307692307693,0.1346153846153846,0.1346153846153846
superiorfrontal-lh,0.13333333333333333,0.14285714285714285,0.12380952380952381,0.12380952380952381,0.13333333333333333,0.0761904761904762,0.13333333333333333,0.13333333333333333
superiorparietal-lh,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.11267605633802817,0.1267605633802817,0.1267605633802817
superiortemporal-rh,0.13333333333333333,0.14285714285714285,0.12380952380952381,0.12380952380952381,0.13333333333333333,0.0761904761904762,0.13333333333333333,0.13333333333333333
supramarginal-rh,0.13333333333333333,0.14285714285714285,0.12380952380952381,0.12380952380952381,0.13333333333333333,0.0761904761904762,0.13333333333333333,0.13333333333333333
