,bankssts-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh
bankssts-lh,0.49382716049382713,0.18518518518518517,0.1419753086419753,0.0,0.0,0.17901234567901234,0.0,0.0
entorhinal-lh,0.16049382716049382,0.6049382716049383,0.05555555555555555,0.0,0.0,0.14814814814814814,0.0,0.030864197530864196
frontalpole-lh,0.1875,0.0763888888888889,0.5069444444444444,0.006944444444444444,0.0,0.11805555555555555,0.0,0.10416666666666667
frontalpole-rh,0.0,0.0,0.006711409395973154,0.9530201342281879,0.040268456375838924,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.034782608695652174,0.591304347826087,0.030434782608695653,0.24782608695652175,0.09565217391304348
parahippocampal-lh,0.116,0.112,0.06,0.0,0.032,0.644,0.032,0.004
parahippocampal-rh,0.0,0.0,0.0,0.0,0.24380165289256198,0.03305785123966942,0.6115702479338843,0.1115702479338843
temporalpole-lh,0.004524886877828055,0.02262443438914027,0.08597285067873303,0.0,0.1085972850678733,0.013574660633484163,0.12217194570135746,0.6425339366515838
