,bankssts-lh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,entorhinal-lh,frontalpole-rh,isthmuscingulate-rh,temporalpole-lh,transversetemporal-lh
bankssts-lh,0.7702702702702703,0.0,0.0,0.0,0.0,0.0945945945945946,0.0,0.13513513513513514
caudalanteriorcingulate-lh,0.0,0.7029702970297029,0.13861386138613863,0.0594059405940594,0.0297029702970297,0.019801980198019802,0.04950495049504951,0.0
caudalanteriorcingulate-rh,0.0,0.18604651162790697,0.7790697674418605,0.0,0.0,0.0,0.03488372093023256,0.0
entorhinal-lh,0.0,0.06153846153846154,0.03076923076923077,0.8153846153846154,0.0,0.0,0.09230769230769231,0.0
frontalpole-rh,0.0,0.009174311926605505,0.0,0.0,0.6972477064220184,0.25688073394495414,0.03669724770642202,0.0
isthmuscingulate-rh,0.04,0.0,0.0,0.0,0.176,0.664,0.12,0.0
temporalpole-lh,0.0,0.03409090909090909,0.056818181818181816,0.06818181818181818,0.045454545454545456,0.19318181818181818,0.6022727272727273,0.0
transversetemporal-lh,0.14545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.8545454545454545
