,frontalpole-rh,insula-rh,medialorbitofrontal-rh,parsorbitalis-rh,parstriangularis-lh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
frontalpole-rh,0.4528301886792453,0.0,0.3584905660377358,0.0,0.12264150943396226,0.0660377358490566,0.0,0.0
insula-rh,0.0,0.7741935483870968,0.0,0.10752688172043011,0.0,0.0,0.11827956989247312,0.0
medialorbitofrontal-rh,0.2916666666666667,0.0,0.43333333333333335,0.0,0.16666666666666666,0.10833333333333334,0.0,0.0
parsorbitalis-rh,0.0,0.07079646017699115,0.0,0.584070796460177,0.017699115044247787,0.07079646017699115,0.23008849557522124,0.02654867256637168
parstriangularis-lh,0.05625,0.0,0.1,0.025,0.55,0.26875,0.0,0.0
temporalpole-lh,0.04132231404958678,0.0,0.0743801652892562,0.08264462809917356,0.30578512396694213,0.49586776859504134,0.0,0.0
temporalpole-rh,0.0,0.061946902654867256,0.0,0.23008849557522124,0.0,0.0,0.6017699115044248,0.10619469026548672
transversetemporal-rh,0.0,0.0,0.0,0.06172839506172839,0.0,0.0,0.1728395061728395,0.7654320987654321
