,caudalmiddlefrontal-lh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.4857142857142857,0.0,0.0,0.5142857142857142,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.28846153846153844,0.15384615384615385,0.0,0.17307692307692307,0.19230769230769232,0.19230769230769232,0.0
parstriangularis-rh,0.0,0.15151515151515152,0.45454545454545453,0.0,0.24242424242424243,0.09090909090909091,0.06060606060606061,0.0
rostralmiddlefrontal-lh,0.4594594594594595,0.0,0.0,0.5405405405405406,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.16981132075471697,0.3018867924528302,0.0,0.41509433962264153,0.05660377358490566,0.05660377358490566,0.0
superiortemporal-lh,0.0,0.2127659574468085,0.1702127659574468,0.0,0.06382978723404255,0.3404255319148936,0.2127659574468085,0.0
superiortemporal-rh,0.0,0.275,0.1,0.0,0.075,0.275,0.275,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
