,Fp1,F7,P4,TP10,CP2,F8,Fp2,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.96,0.0,0.0,0.04,0.0,0.0,0.0
P4,0.0,0.0,0.6039603960396039,0.0,0.0,0.25742574257425743,0.13861386138613863,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F8,0.0,0.0,0.4262295081967213,0.0,0.0,0.4098360655737705,0.16393442622950818,0.0
Fp2,0.0,0.0,0.4,0.0,0.0,0.22857142857142856,0.37142857142857144,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
