,Fp1,FT9,P4,F8,Fp2,F5,F6,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.528,0.0,0.248,0.224,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.35106382978723405,0.0,0.3404255319148936,0.30851063829787234,0.0
F6,0.0,0.0,0.0,0.33707865168539325,0.0,0.33707865168539325,0.3258426966292135,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
