,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-lh,insula-rh,isthmuscingulate-rh,lateraloccipital-rh,pericalcarine-rh
frontalpole-lh,0.1785375118708452,0.13580246913580246,0.10826210826210826,0.10541310541310542,0.12535612535612536,0.1396011396011396,0.10161443494776828,0.10541310541310542
frontalpole-rh,0.13689936536718042,0.15231187669990934,0.09972801450589303,0.12330009066183137,0.13508612873980055,0.1441523118766999,0.10607434270172257,0.10244786944696282
fusiform-lh,0.1309255079006772,0.12302483069977427,0.13769751693002258,0.11399548532731377,0.12979683972911965,0.1309255079006772,0.11399548532731377,0.11963882618510158
insula-lh,0.11226415094339623,0.13584905660377358,0.1009433962264151,0.15566037735849056,0.13679245283018868,0.12830188679245283,0.1169811320754717,0.11320754716981132
insula-rh,0.12942271880819367,0.13687150837988826,0.10614525139664804,0.12756052141527002,0.14711359404096835,0.13594040968342644,0.10986964618249534,0.10707635009310987
isthmuscingulate-rh,0.1403985507246377,0.14402173913043478,0.10597826086956522,0.11594202898550725,0.1331521739130435,0.14855072463768115,0.10507246376811594,0.1068840579710145
lateraloccipital-rh,0.11550468262226847,0.12382934443288242,0.1113423517169615,0.13111342351716962,0.12695109261186263,0.12695109261186263,0.13423517169614985,0.13007284079084286
pericalcarine-rh,0.12169312169312169,0.12169312169312169,0.11851851851851852,0.1259259259259259,0.1259259259259259,0.1291005291005291,0.1259259259259259,0.1312169312169312
