,FC1,Oz,FT10,F4,AF7,AF3,CPz,AF4
FC1,0.8069620253164557,0.0,0.0,0.18037974683544303,0.0,0.0,0.012658227848101266,0.0
Oz,0.0,0.7620967741935484,0.22580645161290322,0.0,0.0,0.0,0.012096774193548387,0.0
FT10,0.0,0.07965860597439545,0.6330014224751067,0.28733997155049784,0.0,0.0,0.0,0.0
F4,0.07573812580231065,0.0,0.2554557124518614,0.668806161745828,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.40425531914893614,0.24468085106382978,0.09574468085106383,0.2553191489361702
AF3,0.0,0.0,0.0,0.0,0.12,0.6628571428571428,0.0,0.21714285714285714
CPz,0.022727272727272728,0.022727272727272728,0.0,0.0,0.03636363636363636,0.0,0.9181818181818182,0.0
AF4,0.0,0.0,0.0,0.0,0.13095238095238096,0.25,0.0,0.6190476190476191
