,FC1,Oz,FT10,F4,AF7,AF3,CPz,AF4
FC1,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
