,FT9,FC1,P7,FT10,AF7,AF3,CPz,AF8
FT9,0.6205357142857143,0.0,0.0,0.3794642857142857,0.0,0.0,0.0,0.0
FC1,0.0,0.23943661971830985,0.0,0.0,0.2535211267605634,0.2535211267605634,0.0,0.2535211267605634
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.5029585798816568,0.0,0.0,0.4970414201183432,0.0,0.0,0.0,0.0
AF7,0.0,0.09444444444444444,0.0,0.0,0.3,0.3055555555555556,0.0,0.3
AF3,0.0,0.08629441624365482,0.0,0.0,0.27411167512690354,0.36548223350253806,0.0,0.27411167512690354
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.09444444444444444,0.0,0.0,0.3,0.3055555555555556,0.0,0.3
