,FC1,Oz,FT10,F4,AF7,AF3,CPz,AF4
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.5294117647058824,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.25806451612903225,0.0,0.7419354838709677,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
