,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-lh,postcentral-rh,precentral-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-rh,0.1371841155234657,0.1263537906137184,0.1371841155234657,0.12274368231046931,0.1371841155234657,0.11191335740072202,0.13357400722021662,0.09386281588447654
parsopercularis-lh,0.13553113553113552,0.1282051282051282,0.13553113553113552,0.12454212454212454,0.13553113553113552,0.11355311355311355,0.13186813186813187,0.09523809523809523
postcentral-lh,0.13732394366197184,0.1267605633802817,0.13732394366197184,0.12323943661971831,0.13732394366197184,0.11267605633802817,0.13380281690140844,0.09154929577464789
postcentral-rh,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.12781954887218044,0.13157894736842105,0.11654135338345864,0.13157894736842105,0.09774436090225563
precentral-lh,0.13732394366197184,0.1267605633802817,0.13732394366197184,0.12323943661971831,0.13732394366197184,0.11267605633802817,0.13380281690140844,0.09154929577464789
superiorfrontal-rh,0.12406015037593984,0.12406015037593984,0.12781954887218044,0.12406015037593984,0.12781954887218044,0.13533834586466165,0.13909774436090225,0.09774436090225563
superiorparietal-lh,0.12714776632302405,0.12371134020618557,0.13402061855670103,0.12027491408934708,0.13058419243986255,0.12714776632302405,0.14776632302405499,0.08934707903780069
superiorparietal-rh,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12560386473429952,0.12077294685990338
