,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.31066550421389133,0.0,0.0,0.004649811101424005,0.0,0.0,0.0,0.0,0.015693112467306015,0.0034873583260680036,0.0,0.0,0.0,0.0,0.07090961929671608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04126707352513804,0.0,0.0,0.03080499854693403,0.013658820110433014,0.0,0.0,0.0,0.013949433304272014,0.0,0.0,0.12525428654460913,0.0,0.0,0.0,0.0,0.046788724208079044,0.0,0.0,0.06771287416448707,0.0950305143853531,0.0,0.0,0.004359197907585004,0.0,0.0,0.0,0.010752688172043012,0.0,0.0011624527753560012,0.0,0.0,0.0,0.0,0.0,0.0,0.14385353095030515,0.0,0.0,0.0
Fz,0.0,0.23610280932456665,0.022414823670053794,0.0,0.0,0.04423191870890616,0.06365809922295278,0.0,0.0,0.013448894202032277,0.0,0.0,0.0,0.055588762701733414,0.0,0.12881052002390914,0.0,0.0,0.0,0.0639569635385535,0.0,0.026598924088463836,0.0,0.0,0.0,0.0,0.04004781829049611,0.030484160191273164,0.0,0.0,0.0,0.028093245666467422,0.0,0.0,0.04064554692169755,0.0,0.03915122534369396,0.0,0.05230125523012552,0.0,0.0,0.0397489539748954,0.0,0.0,0.0,0.0,0.0,0.03586371787208607,0.0,0.0,0.004781829049611476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03407053197848177,0.0,0.0
F3,0.0,0.020850257243433524,0.20769022474952614,0.028973734091524504,0.0,0.0,0.0,0.0,0.04765773084213377,0.0,0.0314107771459518,0.0,0.011643650148930408,0.003520173300839426,0.0,0.026807473598700244,0.01380991064175467,0.0,0.0,0.024099647982669916,0.0,0.0,0.0,0.0,0.057676685621445976,0.0,0.0,0.0,0.059030598429461144,0.059030598429461144,0.0,0.11914432710533442,0.0,0.0,0.0,0.0,0.0,0.016517736257785,0.031139994584348768,0.0,0.023016517736257784,0.0,0.0,0.0,0.0,0.0,0.0,0.03168155970755483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359599241808827,0.057405903059842944,0.0,0.08529650690495533,0.0,0.0
F7,0.0019068373740125306,0.0,0.014846090983383275,0.20035412694088803,0.0645600653772814,0.0,0.0,0.0,0.11604467447561972,0.009942794878779623,0.007218741487333152,0.0,0.02029419776627622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019885589757559247,0.0,0.0,0.002179242713157178,0.028330155271043312,0.0,0.0,0.015254698992100245,0.0,0.004494688095886679,0.02410787251430128,0.0,0.005039498774175974,0.0,0.1453282484336693,0.0,0.09697630073549442,0.0,0.12925633342413512,0.03718332879324435,0.005584309452465268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012666848270226096,0.0,0.0,0.005720512122037592,0.0,0.0,0.004494688095886679,0.0,0.0,0.0,0.021792427131571777,0.006537728139471534,0.0
FT9,0.0,0.0,0.0,0.08451452870304749,0.20659107016300496,0.0,0.006024096385542169,0.0,0.0885896527285613,0.005315379163713678,0.0,0.0,0.016654854712969524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069099929128277815,0.029588944011339477,0.0,0.0,0.0,0.06626506024096386,0.05421686746987952,0.05634301913536499,0.012579730687455706,0.0,0.0,0.0,0.0572289156626506,0.0,0.05705173635719348,0.0,0.07866761162296244,0.03206945428773919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00407512402551382,0.01824946846208363,0.0,0.0,0.0,0.05598866052445074,0.00478384124734231,0.0,0.03065201984408221,0.027639971651311126,0.0
FC5,0.0,0.030736842105263156,0.0,0.0,0.0,0.21389473684210528,0.05726315789473684,0.0,0.0,0.022105263157894735,0.03663157894736842,0.0,0.0,0.010736842105263157,0.0,0.0,0.0,0.0,0.0,0.03326315789473684,0.04484210526315789,0.0,0.035789473684210524,0.0,0.016210526315789474,0.0,0.03915789473684211,0.016,0.010526315789473684,0.011789473684210527,0.0,0.019157894736842106,0.0,0.0,0.04042105263157895,0.0,0.19621052631578947,0.0,0.022105263157894735,0.0,0.0002105263157894737,0.018105263157894735,0.01431578947368421,0.0,0.0,0.0,0.0,0.01136842105263158,0.0,0.0,0.021473684210526315,0.0,0.044,0.03368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.05002370791844476,0.0,0.0,0.008534850640113799,0.06353722143195828,0.21360834518729255,0.01588430535798957,0.0,0.06638217164532954,0.0,0.0,0.0,0.011616880037932669,0.0,0.0,0.0,0.0,0.0,0.0,0.013987671882408724,0.013513513513513514,0.0,0.0,0.06092935040303461,0.0,0.055239449976292085,0.017543859649122806,0.056424845898530106,0.05903271692745377,0.0026078710289236607,0.0,0.0,0.0,0.11119013750592698,0.0,0.04907539118065434,0.0,0.03224276908487435,0.0,0.0,0.01991465149359886,0.0,0.0,0.0,0.0,0.0,0.025841631104789,0.0,0.0,0.04623044096728307,0.0,0.0,0.0,0.0,0.0,0.006401137980085348,0.0002370791844476055,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.03397027600849257,0.32908704883227174,0.0,0.0,0.021231422505307854,0.10191082802547771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01910828025477707,0.0,0.0,0.019639065817409766,0.0,0.03556263269639066,0.0,0.01910828025477707,0.01910828025477707,0.029193205944798302,0.0,0.0,0.0,0.002653927813163482,0.0,0.0,0.0,0.0,0.0,0.05626326963906582,0.0,0.0,0.07643312101910828,0.0,0.0,0.05467091295116773,0.01910828025477707,0.0,0.0,0.04777070063694268,0.0,0.0,0.0,0.0,0.0,0.0015923566878980893,0.0005307855626326964,0.0,0.0,0.0015923566878980893,0.11146496815286625
T7,0.0086106971352873,0.0,0.029475078655406526,0.14157973174366617,0.08229839377380362,0.0,0.0,0.0,0.17784401390958768,0.012088094055307171,0.0187117072362974,0.0,0.015565490975327041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01672462328200033,0.0,0.0,0.0,0.03129657228017884,0.01672462328200033,0.009935419771485345,0.03792018546116907,0.0,0.014737539327703263,0.0,0.08892200695479384,0.0,0.08345752608047691,0.0,0.09951978804437821,0.03427719821162444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016559032952475575,0.0,0.0,0.0,0.01672462328200033,0.01689021361152509,0.0,0.03941049842689187,0.007120384169564497,0.0
TP9,0.0044603033006244425,0.0191793041926851,0.0,0.03256021409455843,0.012488849241748439,0.04683318465655665,0.1239964317573595,0.0,0.03256021409455843,0.27029438001784123,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.012934879571810883,0.0,0.0,0.012934879571810883,0.0463871543264942,0.0,0.0,0.0,0.012934879571810883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13737734165923282,0.03256021409455843,0.04683318465655665,0.004906333630686887,0.0008920606601248885,0.00936663693131133,0.0,0.012488849241748439,0.0,0.0,0.0,0.012934879571810883,0.0,0.0,0.012934879571810883,0.0,0.034344335414808205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059322033898305086,0.0,0.0,0.0
