,frontalpole-lh,frontalpole-rh,fusiform-rh,inferiorparietal-rh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.47863247863247865,0.3547008547008547,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
frontalpole-rh,0.3386454183266932,0.41832669322709165,0.0,0.0,0.0,0.0,0.0,0.24302788844621515
fusiform-rh,0.0,0.0,0.47440273037542663,0.19112627986348124,0.034129692832764506,0.1296928327645051,0.17064846416382254,0.0
inferiorparietal-rh,0.0,0.0,0.14835164835164835,0.3598901098901099,0.19230769230769232,0.29945054945054944,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.02346041055718475,0.19941348973607037,0.44868035190615835,0.3284457478005865,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.08415841584158416,0.26485148514851486,0.27722772277227725,0.37376237623762376,0.0,0.0
parahippocampal-rh,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.6363636363636364,0.0
rostralanteriorcingulate-lh,0.125,0.19207317073170732,0.0,0.0,0.0,0.0,0.0,0.6829268292682927
