,frontalpole-lh,frontalpole-rh,insula-lh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.2524271844660194,0.22330097087378642,0.0,0.0,0.14401294498381878,0.1553398058252427,0.06957928802588997,0.1553398058252427
frontalpole-rh,0.20743034055727555,0.25232198142414863,0.0,0.0,0.10526315789473684,0.15170278637770898,0.10061919504643962,0.1826625386996904
insula-lh,0.0,0.0,0.5378486055776892,0.46215139442231074,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.44015444015444016,0.5598455598455598,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.2446236559139785,0.1881720430107527,0.0,0.0,0.28225806451612906,0.1424731182795699,0.0,0.1424731182795699
medialorbitofrontal-rh,0.15973377703826955,0.16971713810316139,0.0,0.0,0.08818635607321132,0.23960066555740434,0.13477537437603992,0.2079866888519135
rostralanteriorcingulate-lh,0.10669975186104218,0.16129032258064516,0.0,0.0,0.0,0.19602977667493796,0.3052109181141439,0.23076923076923078
rostralanteriorcingulate-rh,0.15118110236220472,0.1858267716535433,0.0,0.0,0.08346456692913386,0.19055118110236222,0.14645669291338584,0.24251968503937008
