,fusiform-rh,inferiorparietal-rh,insula-lh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,parahippocampal-lh,parahippocampal-rh
fusiform-rh,0.20189274447949526,0.10725552050473186,0.19558359621451105,0.0473186119873817,0.06624605678233439,0.1892744479495268,0.15457413249211358,0.03785488958990536
inferiorparietal-rh,0.07017543859649122,0.19517543859649122,0.13157894736842105,0.15789473684210525,0.17105263157894737,0.1162280701754386,0.15789473684210525,0.0
insula-lh,0.1284796573875803,0.13276231263383298,0.18843683083511778,0.09207708779443255,0.10492505353319058,0.17130620985010706,0.16488222698072805,0.017130620985010708
isthmuscingulate-rh,0.03350515463917526,0.18041237113402062,0.1056701030927835,0.2345360824742268,0.22164948453608246,0.08762886597938144,0.13659793814432988,0.0
lateraloccipital-rh,0.04513064133016627,0.18052256532066507,0.11163895486935867,0.20902612826603326,0.21852731591448932,0.09501187648456057,0.14014251781472684,0.0
lingual-rh,0.13615023474178403,0.12910798122065728,0.18779342723004694,0.08450704225352113,0.09859154929577464,0.18544600938967137,0.1643192488262911,0.014084507042253521
parahippocampal-lh,0.1006423982869379,0.15845824411134904,0.16059957173447537,0.11777301927194861,0.13062098501070663,0.145610278372591,0.18629550321199143,0.0
parahippocampal-rh,0.25925925925925924,0.0,0.18518518518518517,0.0,0.0,0.14814814814814814,0.0,0.4074074074074074
