,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.38,0.22,0.0,0.0,0.0,0.2,0.0,0.2
parstriangularis-rh,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.0,0.0,0.5833333333333334,0.375,0.0,0.0,0.041666666666666664,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.39285714285714285,0.4642857142857143,0.0,0.0,0.14285714285714285,0.0
superiorfrontal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
superiorfrontal-rh,0.2631578947368421,0.0,0.0,0.02631578947368421,0.0,0.42105263157894735,0.0,0.2894736842105263
superiortemporal-lh,0.0,0.0,0.17647058823529413,0.35294117647058826,0.0,0.0,0.47058823529411764,0.0
superiortemporal-rh,0.22857142857142856,0.0,0.0,0.0,0.0,0.3142857142857143,0.0,0.45714285714285713
