,FC5,C3,TP9,O1,FT10,Fp2,AF7,AF8
FC5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.7348837209302326,0.2651162790697674,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.5022026431718062,0.4977973568281938,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
