,FC5,C3,TP9,O1,FT10,Fp2,AF7,AF8
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
TP9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0319634703196347,0.0,0.0,0.0,0.0,0.9680365296803652,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
