,FC5,C3,TP9,O1,FT10,Fp2,AF7,AF8
FC5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.42880932556203166,0.42964196502914237,0.14154870940882597
AF7,0.0,0.0,0.0,0.0,0.0,0.423841059602649,0.43543046357615894,0.14072847682119205
AF8,0.0,0.0,0.0,0.0,0.0,0.24113475177304963,0.24113475177304963,0.5177304964539007
