,F7,C3,O1,T8,Fp2,AF7,P1,AF8
F7,0.8119834710743802,0.0,0.18801652892561985,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.356,0.0,0.644,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.8305084745762712,0.1694915254237288,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.020942408376963352,0.6832460732984293,0.0,0.29581151832460734,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.3542319749216301,0.0,0.64576802507837,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
