,F7,O1,T8,Fp2,AF7,AFz,PO3,AF8
F7,0.5104166666666666,0.0,0.0,0.0,0.4895833333333333,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.5742574257425742,0.42574257425742573,0.0,0.0,0.0
AF7,0.26666666666666666,0.0,0.0,0.125,0.6083333333333333,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
