,bankssts-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,transversetemporal-rh
bankssts-rh,0.8703703703703703,0.12962962962962962,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.09090909090909091,0.6048951048951049,0.0,0.027972027972027972,0.0,0.17832167832167833,0.0979020979020979,0.0
lateralorbitofrontal-lh,0.0,0.0,0.5187165775401069,0.0,0.0213903743315508,0.1443850267379679,0.3048128342245989,0.0106951871657754
medialorbitofrontal-lh,0.0,0.04081632653061224,0.0,0.6666666666666666,0.0,0.1292517006802721,0.16326530612244897,0.0
parahippocampal-rh,0.0,0.0,0.03076923076923077,0.0,0.7794871794871795,0.0,0.18974358974358974,0.0
parsorbitalis-lh,0.0,0.20784313725490197,0.09019607843137255,0.08235294117647059,0.0,0.5215686274509804,0.09803921568627451,0.0
rostralanteriorcingulate-lh,0.0,0.06666666666666667,0.1564102564102564,0.07179487179487179,0.08461538461538462,0.06923076923076923,0.5358974358974359,0.015384615384615385
transversetemporal-rh,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.85
