,caudalanteriorcingulate-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-rh,pericalcarine-lh,temporalpole-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.7791164658634538,0.0,0.0,0.0,0.0,0.0,0.13253012048192772,0.08835341365461848
frontalpole-rh,0.0,0.8428571428571429,0.0,0.15714285714285714,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.5654008438818565,0.08860759493670886,0.3459915611814346,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.10743801652892562,0.07024793388429752,0.7107438016528925,0.04132231404958678,0.07024793388429752,0.0,0.0
parahippocampal-rh,0.0,0.0,0.30714285714285716,0.04285714285714286,0.65,0.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.06227106227106227,0.0,0.6886446886446886,0.2490842490842491,0.0
temporalpole-lh,0.11217948717948718,0.0,0.0,0.0,0.0,0.24358974358974358,0.6217948717948718,0.022435897435897436
temporalpole-rh,0.125,0.0,0.0,0.0,0.0,0.0,0.028409090909090908,0.8465909090909091
